Year,State,Frequency
1970-01-01 00:00:00.000002013,FL,725364.0
1970-01-01 00:00:00.000002013,GA,298159.0
1970-01-01 00:00:00.000002013,HI,39992.0
1970-01-01 00:00:00.000002013,IA,124099.0
1970-01-01 00:00:00.000002013,ID,48171.0
1970-01-01 00:00:00.000002013,IL,421751.0
1970-01-01 00:00:00.000002013,IN,265789.0
1970-01-01 00:00:00.000002013,KS,99512.0
1970-01-01 00:00:00.000002013,KY,188399.0
1970-01-01 00:00:00.000002013,LA,175697.0
1970-01-01 00:00:00.000002013,MA,202800.0
1970-01-01 00:00:00.000002013,MD,184973.0
1970-01-01 00:00:00.000002013,ME,52258.0
1970-01-01 00:00:00.000002013,MI,411018.0
1970-01-01 00:00:00.000002013,MN,157941.0
1970-01-01 00:00:00.000002013,MO,244935.0
1970-01-01 00:00:00.000002013,MS,135536.0
1970-01-01 00:00:00.000002013,MT,37184.0
1970-01-01 00:00:00.000002013,NC,346529.0
1970-01-01 00:00:00.000002013,ND,26296.0
1970-01-01 00:00:00.000002013,NE,64466.0
1970-01-01 00:00:00.000002013,NH,44348.0
1970-01-01 00:00:00.000002013,NJ,298025.0
1970-01-01 00:00:00.000002013,NM,65086.0
1970-01-01 00:00:00.000002013,NV,86410.0
1970-01-01 00:00:00.000002013,NY,666065.0
1970-01-01 00:00:00.000002013,OH,488057.0
1970-01-01 00:00:00.000002013,OK,181748.0
1970-01-01 00:00:00.000002013,OR,136484.0
1970-01-01 00:00:00.000002013,PA,532609.0
1970-01-01 00:00:00.000002013,RI,41035.0
1970-01-01 00:00:00.000002013,SC,186139.0
1970-01-01 00:00:00.000002013,SD,31104.0
1970-01-01 00:00:00.000002013,TN,274859.0
1970-01-01 00:00:00.000002013,TX,761627.0
1970-01-01 00:00:00.000002013,US,3612751.0
1970-01-01 00:00:00.000002013,UT,59093.0
1970-01-01 00:00:00.000002013,VA,242129.0
1970-01-01 00:00:00.000002013,VT,23544.0
1970-01-01 00:00:00.000002013,WA,212553.0
1970-01-01 00:00:00.000002013,WI,203020.0
1970-01-01 00:00:00.000002013,WV,94164.0
1970-01-01 00:00:00.000002013,WY,18255.0
1970-01-01 00:00:00.000002014,AK,15541.0
1970-01-01 00:00:00.000002014,AL,206574.0
1970-01-01 00:00:00.000002014,AR,133128.0
1970-01-01 00:00:00.000002014,AZ,199306.0
1970-01-01 00:00:00.000002014,CA,1067532.0
1970-01-01 00:00:00.000002014,CO,137776.0
1970-01-01 00:00:00.000002014,CT,113756.0
1970-01-01 00:00:00.000002014,DC,19980.0
1970-01-01 00:00:00.000002014,DE,33629.0
1970-01-01 00:00:00.000002014,FL,751142.0
1970-01-01 00:00:00.000002014,GA,301583.0
1970-01-01 00:00:00.000002014,HI,40893.0
1970-01-01 00:00:00.000002014,IA,122458.0
1970-01-01 00:00:00.000002014,ID,49970.0
1970-01-01 00:00:00.000002014,IL,426206.0
1970-01-01 00:00:00.000002014,IN,264362.0
1970-01-01 00:00:00.000002014,KS,102165.0
1970-01-01 00:00:00.000002014,KY,192530.0
1970-01-01 00:00:00.000002014,LA,180523.0
1970-01-01 00:00:00.000002014,MA,202270.0
1970-01-01 00:00:00.000002014,MD,184340.0
1970-01-01 00:00:00.000002014,ME,51639.0
1970-01-01 00:00:00.000002014,MI,416912.0
1970-01-01 00:00:00.000002014,MN,159488.0
1970-01-01 00:00:00.000002014,MO,248463.0
1970-01-01 00:00:00.000002014,MS,134148.0
1970-01-01 00:00:00.000002014,MT,37231.0
1970-01-01 00:00:00.000002014,NC,346128.0
1970-01-01 00:00:00.000002014,ND,25448.0
1970-01-01 00:00:00.000002014,NE,65479.0
1970-01-01 00:00:00.000002014,NH,45173.0
1970-01-01 00:00:00.000002014,NJ,293383.0
1970-01-01 00:00:00.000002014,NM,66890.0
1970-01-01 00:00:00.000002014,NV,89673.0
1970-01-01 00:00:00.000002014,NY,652131.0
1970-01-01 00:00:00.000002014,OH,489834.0
1970-01-01 00:00:00.000002014,OK,183358.0
1970-01-01 00:00:00.000002014,OR,136762.0
1970-01-01 00:00:00.000002014,PA,528011.0
1970-01-01 00:00:00.000002014,RI,41235.0
1970-01-01 00:00:00.000002014,SC,189703.0
1970-01-01 00:00:00.000002014,SD,32698.0
1970-01-01 00:00:00.000002014,TN,279300.0
1970-01-01 00:00:00.000002014,TX,783719.0
1970-01-01 00:00:00.000002014,US,3634926.0
1970-01-01 00:00:00.000002014,UT,61564.0
1970-01-01 00:00:00.000002014,VA,245407.0
1970-01-01 00:00:00.000002014,VT,24189.0
1970-01-01 00:00:00.000002014,WA,215209.0
1970-01-01 00:00:00.000002014,WI,204718.0
1970-01-01 00:00:00.000002014,WV,96015.0
1970-01-01 00:00:00.000002014,WY,19013.0
1970-01-01 00:00:00.000002015,AK,16442.0
1970-01-01 00:00:00.000002015,AL,214371.0
1970-01-01 00:00:00.000002015,AR,139774.0
1970-01-01 00:00:00.000002015,AZ,215576.0
1970-01-01 00:00:00.000002015,CA,1140104.0
1970-01-01 00:00:00.000002015,CO,144111.0
1970-01-01 00:00:00.000002015,CT,117175.0
1970-01-01 00:00:00.000002015,DC,19822.0
1970-01-01 00:00:00.000002015,DE,34306.0
1970-01-01 00:00:00.000002015,FL,785693.0
1970-01-01 00:00:00.000002015,GA,313950.0
1970-01-01 00:00:00.000002015,HI,42492.0
1970-01-01 00:00:00.000002015,IA,126351.0
1970-01-01 00:00:00.000002015,ID,52474.0
1970-01-01 00:00:00.000002015,IL,434519.0
1970-01-01 00:00:00.000002015,IN,269961.0
1970-01-01 00:00:00.000002015,KS,105489.0
1970-01-01 00:00:00.000002015,KY,203845.0
1970-01-01 00:00:00.000002015,LA,181461.0
1970-01-01 00:00:00.000002015,MA,210793.0
1970-01-01 00:00:00.000002015,MD,190071.0
1970-01-01 00:00:00.000002015,ME,55781.0
1970-01-01 00:00:00.000002015,MI,421323.0
1970-01-01 00:00:00.000002015,MN,165461.0
1970-01-01 00:00:00.000002015,MO,256710.0
1970-01-01 00:00:00.000002015,MS,141137.0
1970-01-01 00:00:00.000002015,MT,39369.0
1970-01-01 00:00:00.000002015,NC,360646.0
1970-01-01 00:00:00.000002015,ND,25499.0
1970-01-01 00:00:00.000002015,NE,70175.0
1970-01-01 00:00:00.000002015,NH,46320.0
1970-01-01 00:00:00.000002015,NJ,296440.0
1970-01-01 00:00:00.000002015,NM,68943.0
1970-01-01 00:00:00.000002015,NV,95739.0
1970-01-01 00:00:00.000002015,NY,667587.0
1970-01-01 00:00:00.000002015,OH,504511.0
1970-01-01 00:00:00.000002015,OK,190731.0
1970-01-01 00:00:00.000002015,OR,143987.0
1970-01-01 00:00:00.000002015,PA,542817.0
1970-01-01 00:00:00.000002015,RI,42237.0
1970-01-01 00:00:00.000002015,SC,195717.0
1970-01-01 00:00:00.000002015,SD,33510.0
1970-01-01 00:00:00.000002015,TN,288983.0
1970-01-01 00:00:00.000002015,TX,827101.0
1970-01-01 00:00:00.000002015,US,3786239.0
1970-01-01 00:00:00.000002015,UT,65167.0
1970-01-01 00:00:00.000002015,VA,254266.0
1970-01-01 00:00:00.000002015,VT,25190.0
1970-01-01 00:00:00.000002015,WA,223473.0
1970-01-01 00:00:00.000002015,WI,209290.0
1970-01-01 00:00:00.000002015,WV,97862.0
1970-01-01 00:00:00.000002015,WY,20002.0
1970-01-01 00:00:00.000002016,AK,16626.0
1970-01-01 00:00:00.000002016,AL,213749.0
1970-01-01 00:00:00.000002016,AR,141838.0
1970-01-01 00:00:00.000002016,AZ,225304.0
1970-01-01 00:00:00.000002016,CA,1152311.0
1970-01-01 00:00:00.000002016,CO,152538.0
1970-01-01 00:00:00.000002016,CT,116924.0
1970-01-01 00:00:00.000002016,DC,21357.0
1970-01-01 00:00:00.000002016,DE,35697.0
1970-01-01 00:00:00.000002016,FL,809875.0
1970-01-01 00:00:00.000002016,GA,324563.0
1970-01-01 00:00:00.000002016,HI,41280.0
1970-01-01 00:00:00.000002016,IA,127256.0
1970-01-01 00:00:00.000002016,ID,54819.0
1970-01-01 00:00:00.000002016,IL,430635.0
1970-01-01 00:00:00.000002016,IN,271248.0
1970-01-01 00:00:00.000002016,KS,105631.0
1970-01-01 00:00:00.000002016,KY,210911.0
1970-01-01 00:00:00.000002016,LA,183824.0
1970-01-01 00:00:00.000002016,MA,206633.0
1970-01-01 00:00:00.000002016,MD,193193.0
1970-01-01 00:00:00.000002016,ME,54355.0
1970-01-01 00:00:00.000002016,MI,424277.0
1970-01-01 00:00:00.000002016,MN,167431.0
1970-01-01 00:00:00.000002016,MO,253860.0
1970-01-01 00:00:00.000002016,MS,141890.0
1970-01-01 00:00:00.000002016,MT,40080.0
1970-01-01 00:00:00.000002016,NC,361796.0
1970-01-01 00:00:00.000002016,ND,25290.0
1970-01-01 00:00:00.000002016,NE,66942.0
1970-01-01 00:00:00.000002016,NH,46904.0
1970-01-01 00:00:00.000002016,NJ,296228.0
1970-01-01 00:00:00.000002016,NM,73437.0
1970-01-01 00:00:00.000002016,NV,104095.0
1970-01-01 00:00:00.000002016,NY,665362.0
1970-01-01 00:00:00.000002016,OH,497924.0
1970-01-01 00:00:00.000002016,OK,189564.0
1970-01-01 00:00:00.000002016,OR,146555.0
1970-01-01 00:00:00.000002016,PA,539035.0
1970-01-01 00:00:00.000002016,RI,40253.0
1970-01-01 00:00:00.000002016,SC,199368.0
1970-01-01 00:00:00.000002016,SD,33329.0
1970-01-01 00:00:00.000002016,TN,288506.0
1970-01-01 00:00:00.000002016,TX,837059.0
1970-01-01 00:00:00.000002016,US,3817078.0
1970-01-01 00:00:00.000002016,UT,67263.0
1970-01-01 00:00:00.000002016,VA,255674.0
1970-01-01 00:00:00.000002016,VT,24977.0
1970-01-01 00:00:00.000002016,WA,223357.0
1970-01-01 00:00:00.000002016,WI,212098.0
1970-01-01 00:00:00.000002016,WV,97680.0
1970-01-01 00:00:00.000002016,WY,19637.0
1970-01-01 00:00:00.000002017,AK,16095.0
1970-01-01 00:00:00.000002017,AL,215917.0
1970-01-01 00:00:00.000002017,AR,147575.0
1970-01-01 00:00:00.000002017,AZ,229181.0
1970-01-01 00:00:00.000002017,CA,1174738.0
1970-01-01 00:00:00.000002017,CO,157020.0
1970-01-01 00:00:00.000002017,CT,118785.0
1970-01-01 00:00:00.000002017,DC,20701.0
1970-01-01 00:00:00.000002017,DE,36764.0
1970-01-01 00:00:00.000002017,FL,833959.0
1970-01-01 00:00:00.000002017,GA,330767.0
1970-01-01 00:00:00.000002017,HI,43007.0
1970-01-01 00:00:00.000002017,IA,131672.0
1970-01-01 00:00:00.000002017,ID,57139.0
1970-01-01 00:00:00.000002017,IL,438407.0
1970-01-01 00:00:00.000002017,IN,281643.0
1970-01-01 00:00:00.000002017,KS,110574.0
1970-01-01 00:00:00.000002017,KY,210213.0
1970-01-01 00:00:00.000002017,LA,190820.0
1970-01-01 00:00:00.000002017,MA,211192.0
1970-01-01 00:00:00.000002017,MD,201463.0
1970-01-01 00:00:00.000002017,ME,54790.0
1970-01-01 00:00:00.000002017,MI,425216.0
1970-01-01 00:00:00.000002017,MN,176014.0
1970-01-01 00:00:00.000002017,MO,259669.0
1970-01-01 00:00:00.000002017,MS,144348.0
1970-01-01 00:00:00.000002017,MT,41176.0
1970-01-01 00:00:00.000002017,NC,369949.0
1970-01-01 00:00:00.000002017,ND,26116.0
1970-01-01 00:00:00.000002017,NE,71280.0
1970-01-01 00:00:00.000002017,NH,49234.0
1970-01-01 00:00:00.000002017,NJ,301542.0
1970-01-01 00:00:00.000002017,NM,74854.0
1970-01-01 00:00:00.000002017,NV,104752.0
1970-01-01 00:00:00.000002017,NY,670933.0
1970-01-01 00:00:00.000002017,OH,511775.0
1970-01-01 00:00:00.000002017,OK,198280.0
1970-01-01 00:00:00.000002017,OR,149100.0
1970-01-01 00:00:00.000002017,PA,543519.0
1970-01-01 00:00:00.000002017,RI,42318.0
1970-01-01 00:00:00.000002017,SC,207864.0
1970-01-01 00:00:00.000002017,SD,34475.0
1970-01-01 00:00:00.000002017,TN,299169.0
1970-01-01 00:00:00.000002017,TX,868355.0
1970-01-01 00:00:00.000002017,US,3908912.0
1970-01-01 00:00:00.000002017,UT,67468.0
1970-01-01 00:00:00.000002017,VA,264262.0
1970-01-01 00:00:00.000002017,VT,24596.0
1970-01-01 00:00:00.000002017,WA,232131.0
1970-01-01 00:00:00.000002017,WI,216492.0
1970-01-01 00:00:00.000002017,WV,98879.0
1970-01-01 00:00:00.000002017,WY,19427.0
1970-01-01 00:00:00.000002018,AK,16721.0
1970-01-01 00:00:00.000002018,AL,228126.0
1970-01-01 00:00:00.000002018,AR,152720.0
1970-01-01 00:00:00.000002018,AZ,240051.0
1970-01-01 00:00:00.000002018,CA,1235225.0
1970-01-01 00:00:00.000002018,CO,168214.0
1970-01-01 00:00:00.000002018,CT,123610.0
1970-01-01 00:00:00.000002018,DC,22044.0
1970-01-01 00:00:00.000002018,DE,38513.0
1970-01-01 00:00:00.000002018,FL,881764.0
1970-01-01 00:00:00.000002018,GA,355232.0
1970-01-01 00:00:00.000002018,HI,46669.0
1970-01-01 00:00:00.000002018,IA,137676.0
1970-01-01 00:00:00.000002018,ID,61617.0
1970-01-01 00:00:00.000002018,IL,456869.0
1970-01-01 00:00:00.000002018,IN,298815.0
1970-01-01 00:00:00.000002018,KS,116184.0
1970-01-01 00:00:00.000002018,KY,230683.0
1970-01-01 00:00:00.000002018,LA,199408.0
1970-01-01 00:00:00.000002018,MA,219817.0
1970-01-01 00:00:00.000002018,MD,215898.0
1970-01-01 00:00:00.000002018,ME,58895.0
1970-01-01 00:00:00.000002018,MI,447012.0
1970-01-01 00:00:00.000002018,MN,191475.0
1970-01-01 00:00:00.000002018,MO,270688.0
1970-01-01 00:00:00.000002018,MS,151482.0
1970-01-01 00:00:00.000002018,MT,43428.0
1970-01-01 00:00:00.000002018,NC,392406.0
1970-01-01 00:00:00.000002018,ND,27870.0
1970-01-01 00:00:00.000002018,NE,75025.0
1970-01-01 00:00:00.000002018,NH,53088.0
1970-01-01 00:00:00.000002018,NJ,314903.0
1970-01-01 00:00:00.000002018,NM,79161.0
1970-01-01 00:00:00.000002018,NV,110016.0
1970-01-01 00:00:00.000002018,NY,704825.0
1970-01-01 00:00:00.000002018,OH,545642.0
1970-01-01 00:00:00.000002018,OK,212219.0
1970-01-01 00:00:00.000002018,OR,155423.0
1970-01-01 00:00:00.000002018,PA,569009.0
1970-01-01 00:00:00.000002018,RI,44067.0
1970-01-01 00:00:00.000002018,SC,219102.0
1970-01-01 00:00:00.000002018,SD,37261.0
1970-01-01 00:00:00.000002018,TN,321443.0
1970-01-01 00:00:00.000002018,TX,936506.0
1970-01-01 00:00:00.000002018,US,3954662.0
1970-01-01 00:00:00.000002018,UT,71945.0
1970-01-01 00:00:00.000002018,VA,277550.0
1970-01-01 00:00:00.000002018,VT,26280.0
1970-01-01 00:00:00.000002018,WA,243153.0
1970-01-01 00:00:00.000002018,WI,232321.0
1970-01-01 00:00:00.000002018,WV,104737.0
1970-01-01 00:00:00.000002018,WY,22242.0
1970-01-01 00:00:00.000002019,AK,16358.0
1970-01-01 00:00:00.000002019,AL,220403.0
1970-01-01 00:00:00.000002019,AR,151251.0
1970-01-01 00:00:00.000002019,AZ,230876.0
1970-01-01 00:00:00.000002019,CA,1171245.0
1970-01-01 00:00:00.000002019,CO,164067.0
1970-01-01 00:00:00.000002019,CT,121481.0
1970-01-01 00:00:00.000002019,DC,20523.0
1970-01-01 00:00:00.000002019,DE,36455.0
1970-01-01 00:00:00.000002019,FL,857885.0
1970-01-01 00:00:00.000002019,GA,345574.0
1970-01-01 00:00:00.000002019,HI,43357.0
1970-01-01 00:00:00.000002019,IA,135110.0
1970-01-01 00:00:00.000002019,ID,59273.0
1970-01-01 00:00:00.000002019,IL,438406.0
1970-01-01 00:00:00.000002019,IN,288414.0
1970-01-01 00:00:00.000002019,KS,113842.0
1970-01-01 00:00:00.000002019,KY,222725.0
1970-01-01 00:00:00.000002019,LA,188808.0
1970-01-01 00:00:00.000002019,MA,211526.0
1970-01-01 00:00:00.000002019,MD,210830.0
1970-01-01 00:00:00.000002019,ME,56513.0
1970-01-01 00:00:00.000002019,MI,431460.0
1970-01-01 00:00:00.000002019,MN,182481.0
1970-01-01 00:00:00.000002019,MO,258391.0
1970-01-01 00:00:00.000002019,MS,149870.0
1970-01-01 00:00:00.000002019,MT,42141.0
1970-01-01 00:00:00.000002019,NC,384050.0
1970-01-01 00:00:00.000002019,ND,27283.0
1970-01-01 00:00:00.000002019,NE,71719.0
1970-01-01 00:00:00.000002019,NH,49710.0
1970-01-01 00:00:00.000002019,NJ,297837.0
1970-01-01 00:00:00.000002019,NM,79716.0
1970-01-01 00:00:00.000002019,NV,111621.0
1970-01-01 00:00:00.000002019,NY,670677.0
1970-01-01 00:00:00.000002019,OH,517843.0
1970-01-01 00:00:00.000002019,OK,201084.0
1970-01-01 00:00:00.000002019,OR,154297.0
1970-01-01 00:00:00.000002019,PA,543250.0
1970-01-01 00:00:00.000002019,RI,42165.0
1970-01-01 00:00:00.000002019,SC,209642.0
1970-01-01 00:00:00.000002019,SD,36294.0
1970-01-01 00:00:00.000002019,TN,313607.0
1970-01-01 00:00:00.000002019,TX,883195.0
1970-01-01 00:00:00.000002019,US,3978809.0
1970-01-01 00:00:00.000002019,UT,71204.0
1970-01-01 00:00:00.000002019,VA,273900.0
1970-01-01 00:00:00.000002019,VT,25223.0
1970-01-01 00:00:00.000002019,WA,237507.0
1970-01-01 00:00:00.000002019,WI,225717.0
1970-01-01 00:00:00.000002019,WV,100781.0
1970-01-01 00:00:00.000002019,WY,21246.0
1970-01-01 00:00:00.000002020,AK,18689.0
1970-01-01 00:00:00.000002020,AL,250997.0
1970-01-01 00:00:00.000002020,AR,161694.0
1970-01-01 00:00:00.000002020,AZ,274642.0
1970-01-01 00:00:00.000002020,CA,1319159.0
1970-01-01 00:00:00.000002020,CO,182258.0
1970-01-01 00:00:00.000002020,CT,128470.0
1970-01-01 00:00:00.000002020,DC,24933.0
1970-01-01 00:00:00.000002020,DE,42226.0
1970-01-01 00:00:00.000002020,FL,953454.0
1970-01-01 00:00:00.000002020,GA,390722.0
1970-01-01 00:00:00.000002020,HI,45482.0
1970-01-01 00:00:00.000002020,IA,144888.0
1970-01-01 00:00:00.000002020,ID,64374.0
1970-01-01 00:00:00.000002020,IL,502308.0
1970-01-01 00:00:00.000002020,IN,317953.0
1970-01-01 00:00:00.000002020,KS,122594.0
1970-01-01 00:00:00.000002020,KY,239305.0
1970-01-01 00:00:00.000002020,LA,218205.0
1970-01-01 00:00:00.000002020,MA,222997.0
1970-01-01 00:00:00.000002020,MD,240225.0
1970-01-01 00:00:00.000002020,ME,58415.0
1970-01-01 00:00:00.000002020,MI,481791.0
1970-01-01 00:00:00.000002020,MN,199983.0
1970-01-01 00:00:00.000002020,MO,286708.0
1970-01-01 00:00:00.000002020,MS,174792.0
1970-01-01 00:00:00.000002020,MT,47266.0
1970-01-01 00:00:00.000002020,NC,415480.0
1970-01-01 00:00:00.000002020,ND,29784.0
1970-01-01 00:00:00.000002020,NE,78301.0
1970-01-01 00:00:00.000002020,NH,51707.0
1970-01-01 00:00:00.000002020,NJ,340166.0
1970-01-01 00:00:00.000002020,NM,87900.0
1970-01-01 00:00:00.000002020,NV,125711.0
1970-01-01 00:00:00.000002020,NY,779337.0
1970-01-01 00:00:00.000002020,OH,565308.0
1970-01-01 00:00:00.000002020,OK,223050.0
